s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-362537274,best services pvt ltd,pottankal  thondiyil p o peravoor  thalassery  kannur  kerala,India,S2-668658033,best services ltd,bbc pada bhawanipatna  kalahandi,0.7325,24,approx_name_match
S1-362947480,all infotech private limited,k 7  dera mandi road  mehrauli  new delhi  delhi,India,S2-755976607,all infotech private limited,old no  15   new no  14  subbarayan street  stuartpet  arakkonam,0.8594,9,same_name_different_addr
S1-362996258,white hospitality private limited,b101  walnut block  prince  greenwoods  66 vanagaram  ambattur  tiruvallur  tamil nadu,India,S3-234673897,white hospitality private limited,door no 239 74  patna  anchal  naubatpur,0.85,82,same_name_different_addr
S1-363354580,seaview  india  producer private limited,bose road  lucknow  10 c  uttar pradesh  lucknow,India,S2-576291909,seaview  india  producer holdings private,14 c  bose road  lucknow,0.7835,27,approx_name_match
S1-363878875,maa constructions private limited,office no 137  1st floor  sunrise chamber  minibazar  surat city  surat  gujarat,India,S3-537138840,maa constructions private ltd,,0.7639,24,approx_name_match
S1-363999149,alpha global private limited,pardhan enclave village  delhi  1st floor gali no 1 blk d  north delhi,India,S2-623884724,alpha global private limited,a 314  patparganj indl area  esat delhi  delhi,0.8583,25,same_name_different_addr
S1-364138296,silver developers pvt ltd,house no 33  block b vani  elite homes deori p o  lucknow  uttar pradesh,India,S2-292751431,silver developers  pvt ltd,b2 2002   mapsko casa bella  sec 82  narsinghpur,0.8382,14,approx_name_match
S1-365623931,pioneer software private limited,mf 3  silver spring swastik society  navrangpura  ahmedabad  gujarat,India,S2-218783737,pioneer software private limited,plot no  55 aero space hi  tech defense   aero space  hoskote,0.85,43,same_name_different_addr
S1-36814156,qxc consulting private limited,c o  chabilal yadav  dhashka kauriram  bansgaon  gorakhpur  uttar pradesh,India,S3-575591700,qxc consulting overseas limited  services,bansgaon                66 c o  chabilal yadav  gorakhpur,0.7015,37,approx_name_match
S1-368328562,ram foundation private limited,coimbatore  school street  chinnavedampatti  no  9 3 a  tamil nadu,India,S3-67470575,ram foundation private limited,h  no    24  village dundahera tehsil gurgaon  gurgaon,0.8594,52,same_name_different_addr
S1-368508454,gujarat engineering pvt ltd,door no 37 2017 2   old no 11 793  saketh  palliyil lane  kailas nagar  kottappuram  poothole p o  thrissur  kerala,India,S2-657295370,gujarat engineering private ltd,door no 20 66 1  2nd floor  kvm arcade building  mukundapuram taluk  kerala,0.7668,55,approx_name_match
S1-368519333,ibrahim shield pvt  ltd,f 103  chheda complex co op hsg ltd  station road  nalasopara  w   nalasopara  thane  maharashtra,India,S2-731785368,ibrahim group pvt  ltd  center,f 105  chheda complex co op hsg ltd  station road  nalasopara  w   nalasopara,0.7188,54,approx_name_match
S1-368700171,urban properties limited,office no  806  08th floor vinayak plaza  tower a  maldahiya  varanasi  uttar pradesh,India,S3-207880146,urban properties,room no   15  1st floor  198 shantibhuvan  kalbadevi road  mumbai,0.7589,45,approx_name_match
S1-368844152,guru logistics pvt ltd,b 363 new friends colony  new delhi  south delhi  delhi,India,S2-783038386,guru logistics private limited,ii nd floor  office no  5  m m plaza  c 76 hari nagar  clock tower  new delhi   null   delhi,0.7541,10,approx_name_match
S1-369481966,abd labs private limited,m 164  delhi  laxmi nagar  east delhi  delhi,India,S3-470963236,abd labs group piivrate limited,atdlhi  dl  m g 165  east delhi,0.6524,33,approx_name_match
S1-369485192,bhaskar   brothers public limited,plot no  c02  sector 49  noida  gautam buddha nagar  uttar pradesh,India,S3-603552027,bhaskar   brothers llp,no 8 plot no  c02  sector 49  noida  gautam buddha nagar,0.8663,10,approx_name_match
S1-370304222,om food private limited,junagadh  dream land on hill  junagadh  c o amitbhai adatiya gir farm  opp kachchi bhavan  rupayatan rd  gujarat,India,S3-90383593,om  food private limited,7 1 212 a 42 shiv bagh s r nagar  hyderabad  tg,0.7547,32,approx_name_match
S1-372121581,royal builders private limited,no  4   5  100 feet road  banaswadi  kalyanagar  bangalore north  bangalore  karnataka,India,S3-365454980,royal builders private limited,1 98 b 78 4  p no  56  suite   402 newmark house  4th floor  patrika nagar  madhapur  hyderabad  rangareddy,0.8007,26,same_name_different_addr
S1-372391961,good ventures limited,haveri  byadgi  karnataka  no 233 8 1  1st main  kmrp ward  mallur road,India,S3-139080729,good ventures limited,15a kitab mahal  mumbai,0.85,49,same_name_different_addr
S1-372715443,prajapati trust,no 198  heritage county  thindlu main road sarjapur  bangalore  karnataka,India,S2-127391808,prajapati trust public limited,h no 205   heritage county  thindlu main road sarjapur  bangalore,0.8442,17,approx_name_match
S1-373567555,jaisons foods pvt ltd,kh no  18 24 1 ground floor street  harit vihar kamal pur village burari  delhi  north delhi  delhi,India,S2-508129872,jaisons foods ventures pvt,kh no  18 24 6 ground floor street  harit vihar kamal pur village burari  delhi  delhi,0.8718,31,approx_name_match
S1-373613196,fortune it private limited,unit no  802  08th floor  sumer plaza marol maroshi nagar  mumbai  maharashtra,India,S3-235631491,fortune  it private limited,,0.8251,43,approx_name_match
S1-373716668,aarvaksh marbles,c o mustafa a lakkadsha  1r 9  hospital ward kasturba road  chandrapur  maharashtra,India,S2-759596725,aarvaksh marbles pvt ltd,no 79 c o mustafa a lakkadsha  1r 9  hospital ward kasturba road  chandrapur  maharashtra,0.9433,22,approx_name_match
S1-373815289,seagreen seva samiti,c o satish chandra  bypass shikohabad  shikohabad  firozabad  uttar pradesh,India,S3-498640815,seagreen  seva samiti exports limited,no 3 c o satish chandra  bypass shikohabad  shikohabad  firozabad,0.8381,10,approx_name_match
S1-37415378,marketing birla textiles private limited,no 101  1st floor medavakkam main road keelkattalai  chennai  tamil nadu,India,S2-398376142,jaitra elements private  limited,no 9 chelliamman koil street keelkattalai  chennai  tamil nadu,0.5462,76,approx_name_match
S1-374908712,sai energy private limited,487 65  national market  peeragarhi  new delhi  delhi,India,S3-361302908,sai energy private limited,h no 17 iswar chatterjee  road  deshbandhu nagar  north 24 parganas  panihati,0.79,5,same_name_different_addr
S1-377807068,bright brothers private limited,haryana  hissar  hisar  358  bhagat singh chowk barwala,India,S3-722818445,bright brothers private limited,,0.85,13,same_name_different_addr
S1-378231460,city marketing private limited,6 40 2  indira nagar 2  vijayawada  rural   krishna  andhra pradesh,India,S2-327799018,city marketing private limited,plot no nh 2 131 a sub div b  nit 5  faridabad,0.7971,10,same_name_different_addr
S1-378232240,services jhansi farms private limited,a 1462  sector i lda colony  kanpur road  lucknow  uttar pradesh,India,S3-903319181,services jhansi foods  private,a 146  sector i lda colony  kanpur road  lucknow  up,0.7318,64,approx_name_match
S1-37836752,annpurna cards private limited,b 1 279  janakpuri  new delhi  delhi,India,S2-310719705,annpurna products private,b 1 300 9  janhkpuri  delhi,0.6219,46,approx_name_match
S1-378525589,suave traders private limited,flat no   b 202  sr  no   296 4 1  revell orchid  porwal road  pune  maharashtra,India,S3-878767387,suave traders industries private limited,flat no   b 0205  sr  no   296 4 1  revell orchid  porwal road  pune,0.9126,40,approx_name_match
S1-378708865,siwan solutions private limited,mrs  mulak raj devi w o late hareram pandey  siwan  bihar  pihuli  siwan,India,S2-347984409,siwan solutions private limited,c o prabhu nath tiwari  vill tola  darauli  siwan  bihar,0.8737,45,same_name_different_addr
S1-378965587,kailash nirman pvt ltd,c 7 aruna parklakshmi nagar  delhi  east delhi  delhi,India,S2-543375203,kailash nirman exports pvt  ltd,c 10 8 aruna parklakshmi nagar  delhi,0.8328,19,approx_name_match
S1-379903812,zion   brothers private limited,l302  2nd floor  ittinamaha  veer  neeladri road phase1  karnataka  bangalore south  bangalore,India,S3-902667831,zion   brothers overseas private limited,bangalore  2nd floor  ittinamaha  veer  neeladri road phase1  bangalore south  l323  ka,0.8717,7,approx_name_match
S1-380374144,jain foods private limited,h  no  2354  gala no  t 6  gr flr rajlaxmi sulzar park  nashik road  sonal  e village  bhiwandi  thane  maharashtra,India,S3-732215760,jain foods private ltd,a2 1502 prisam  pune city  mh,0.7529,20,approx_name_match
S1-380783401,dynamic producer private limited,101 oceanic 1 bldg 7 bunglows  andheri west  mumbai  maharashtra,India,S3-414648795,dynamic producer pvt ltd,halka no 45  indore,0.6925,36,approx_name_match
S1-380929198,best developers,g 83 84  4th phase  riico industrial area  pur road  bhilwara  rajasthan,India,S2-548094181,best developers ltd,flat no    1208  tower b 1 cherry county  gh 53  techzone 4  g  noida,0.7718,13,approx_name_match
S1-381362159,silverleaf fund private limited,karnataka  bangalore  ravoos temple bells  appt siradi sai nagar  munnekolala  flat no 207  bangalore,India,S3-159492661,silverleaf fund overseas private limited,bangalore  ravoos temple bells  appt siradi sai nagar  munnekolala  14  ka,0.8507,38,approx_name_match
S1-382040639,param trading private limited,bombay house24 homi modi st fort  mumbai  maharashtra,India,S3-867565554,india ayaan private limited center,bombay house24 homi modi st fort  mumbai,0.6534,32,approx_name_match
S1-382514944,kct strategic private limited,west bengal  88  howrah  maharshi devendra road  kolkata,India,S2-554732951,kct cylinders private limited,101  maharshi devendra road  kolkata  west bengal,0.6911,11,approx_name_match
S1-384080258,building ventures,chamber no 346 uttamchand  israni law arera hills  huzur  bhopal  madhya pradesh,India,S2-52844016,building  ventures industries co,hn 0111 chamber no 347 uttamchand  israni law arera hills  huzur  madhya pradesh,0.8525,13,approx_name_match
S1-384289977,gujarat business,shubh laxmi apartment 05  adhyapak layout  hingna road  nagpur  maharashtra,India,S2-550547063,gujarat business ltd,,0.766,43,approx_name_match
S1-384366128,supreme tech private limited,t 1 3rd floor  mahashakti complex  near vodafone house  stadium circle  nav  rangpura  ahmedabad  gujarat,India,S3-79716771,supreme tech private ltd,h no 509 village  galsi post  galsi  bardhaman,0.7567,24,approx_name_match
S1-38478749,india western centre limited,house number 107  1st floor  ratna arcade  bhaktamadhu nagar  2nd lane  gandamunda  po  khariput  bhubaneswar  khordha  orissa,India,S3-577413646,india wecstern  ram limited,house number   114  1st floor  ratna arcade  bhaktamadhu nagar  2nd lane  gandamunda  po  khariput  bhubaneswar  khordha  od,0.7261,15,approx_name_match
S1-385159813,pioneer foods private limited,plot no  369  sector 3  extension phaseiii hsiidc  karnal  haryana,India,S2-900750945,pioneer foods private ltd,,0.7583,17,approx_name_match
S1-385196336,mex doors,shop 1   2 jubileeview yari road andheri  w   mumbai  maharashtra,India,S2-501714241,mex forge,shop 001   3 jubileeview yari road andheri  w   mumbai  maharashtra,0.6833,41,approx_name_match
S1-385232545,amazing consortium limited,sr no 447 15  15  flat no  01  nandi residency vithai nagar  near rto office  peth rd  panchavati  nashik  maharashtra,India,S3-442588659,sri black private limited services,sr no 447 15  15  flat no  01  nandi residency vithai nagar  near rto office  peth rd  panchavati  nashik,0.572,13,approx_name_match
S1-385279338,vision construction private limited,kamalpur  chakdaha  chakdah  nadia  west bengal,India,S3-590960370,vision construction private limited,block f g 909 mansingh hotels   resorts  ghaziabad                241  mmx mall  g t  road,0.85,8,same_name_different_addr
S1-385642771,science brothers private limited,office no   502  plot no   1 3  5th floor  commercial complex blk c laxmi tower nan  iwala bagh  delhi  north west  delhi,India,S2-392925098,dr science brothers limited,office no     513  plot no   1 3  5th floor  commercial complex blk c laxmi tower nan  iwala bagh  delhi,0.8312,18,approx_name_match
S1-385767083,rohtak dairy private limited,c o kartar singh h no 217  ward no 11  nehru colony  rohtak  haryana,India,S3-516386536,rohtak devices private  ltd,h no 1385 ward no 28  arjun nagar  rohtak  hr,0.5739,38,approx_name_match
S1-38734411,wbc solution private limited,pune city  pune  maharashtra  s  no 35 b 1 ankur colony  nakhate vasti  rahatni,India,S3-889353678,wbc solution infratech private  ltd,s  no 35 b 6 ankur colony  nakhate vasti  rahatni  pune  pune city  mh,0.845,53,approx_name_match
S1-387517978,supreme foods private limited,plot no c 46 s f  back side gulab bagh  new delhi  west delhi  delhi,India,S2-888334616,supreme foods private limited,t 1 123 to 127  mangolpuri industial area  phase i  delhi  delhi,0.8565,12,same_name_different_addr
S1-388076969,surat facility private limited,city center  near sosyo circle udhana magdalla road  surat  gujarat  surat  802,India,S2-51588655,surat tradelinks private limited,305 3  ashirwad square  near sosyo circle udhna magdalla road  surat  gujarat,0.6481,22,approx_name_match
S1-388308451,serilingampally services,stanley a402  smr vinay iconia  serilingampally  k v rangareddy  telangana,India,S3-619640574,serilingampally services,flat no 303  meeras avenue  prabhupada township  kondapur  k v rangareddy  serilingampally  k v rangareddy  tg,0.8816,48,same_name_different_addr
S1-388475332,jay products private limited,muthu agro centre  no 751   569a  gobi   uthukuli road  kunnathur  uthuku  li taluk  coimbatore  tamil nadu  i floor  tirupur,India,S3-716726482,jay products private limited,chennai  near maharaha ro  yal club  tiruvallur  door no 2 srinivasa pillai nagar  tn,0.8547,87,same_name_different_addr
S1-388538325,civic foundation,s block  plot no  117  midc bhosari  near vithal rukmani mandir  pune  maharashtra,India,S3-650537060,civic foundation pvt ltd,no 1 11 s block  plot no  117  midc bhosari  near vithal rukmani mandir  pune  pimpri chinchwad  mh,0.8933,29,approx_name_match
S1-388853751,qad overseas private limited,c o rajanna theddu  ashakottur kammarpally nizamabad  armoor  nizamabad  telangana,India,S2-869194321,qad ovbrsmeas  llp,no 17 c o rajanna theddu  ashakottur kammarpally nizamabad  armoor  telangana,0.6631,65,approx_name_match
S1-390333235,vision agro private limited,r 20 green acres  kamaraj nagar perungudi  chennai  tamil nadu,India,S3-205991371,vision agro  private limited,gib 9 1 8 ground floor commerce house cunningham road  bangalore,0.8316,9,approx_name_match
S1-390774692,krishna consulting private limited,305  amulya complex opp centrl bank  ambawadi  ahmedabad  gujarat,India,S3-593403964,private krishna consulting trading limited,amulya complex opp centrl bank  ambawadi  ahmedabad  plot 454 318  gj,0.6908,6,approx_name_match
S1-391132472,maa infra limited,plot no 113 b  unit vii surya nagar  bhubaneswar  khordha  orissa,India,S3-666419577,maa infra limited,h no 1 7 sorab barucha road  colaba  mumbai  mumbai city  mh,0.8571,9,same_name_different_addr
S1-391977850,seven media private limited,no 520  ground floor  back portion  24th main road  2nd sector  hsr layout  bangalore  karnataka,India,S3-459357172,seven media private limited,no  27  2nd cross  mysore  chamundi vihar layout nazarbad  ka,0.8705,12,same_name_different_addr
S1-393235277,white it private limited,c o panna lal sant lal moti pokhara  gkp gorakhpur up  gorakhpur  uttar pradesh,India,S2-456321035,white it private limited,,0.85,37,same_name_different_addr
S1-393928794,rrz wear private limited,b 401   b 404  4th floor  the qube  c t s  no 1498 a 2  sahar road  marol village  andheri east  mumbai  mumbai  maharashtra,India,S3-952385197,rrz private consultant limited,b 401   b 406  4th floor  the qube  c t s  no 1498 a 2  sahar road  marol village  andheri east  mumbai  mumbai  mh,0.7849,94,approx_name_match
S1-394432480,urban products private limited,a 102  nagar residency  malviya nagar  jaipur  rajasthan,India,S3-183521570,urban products private limited,d 404  pramukh paramount  sargasan shahpur road  kudasan  gandhinagar  gandhinagar  gandhi nagar,0.8588,11,same_name_different_addr
S1-394551978,future media private limited,west bengal  be 109  sakltlake  salt lake city  sector i  north 24 parganas,India,S3-720379337,future media private limited,no  133 sun flower12th flr flat 2 cuffee parade  mumbai,0.85,5,same_name_different_addr
S1-395060277,ghaziabad services private limited,c 801 elite estate  sector 18 vasundhara  ghaziabad  uttar pradesh,India,S3-82186235,ghaziabad services private limited,h no 443 a 2 gandhi nagar opposite tehsil  ghaziabad,0.8579,37,same_name_different_addr
S1-39582366,alpha constructions private limited,globalvision  electronicsadanno iittcindustrialareamahape   navi mumbai  maharashtra,India,S3-732237537,alpha constructions private limited,junnar  mh  yeravada f 1  s no 1100111 bldg no 24  alandi road,0.85,9,same_name_different_addr
S1-395931828,sai ventures,35 83 1  new pasumaparthi palem  ongole  prakasam  andhra pradesh,India,S3-74019835,sai ventures,,0.79,14,same_name_different_addr
S1-396388122,orient brothers llp,natunpara p o   talpukur p s titagarh  titagarh  parganas north  west bengal,India,S3-257336902,orient brothers exports l l p,41 natunpara p o   talpukur p s titagarh  titagarh  parganas north  wb,0.8177,31,approx_name_match
S1-397445983,jai foundation,apartment no  8c  block 3  asset homes signature  thiruvananthapuram  thiruvananthapuram  trivandrum  kerala,India,S2-539268896,jai foundation ltd,h no 1 9 35 48  48 6 4  1st floor npr complex  fci bypass road  khammam,0.7691,14,approx_name_match
S1-397927910,bright impex pvt ltd,1st   fr  3 101 chittaranjan colony  lp 49 13 9 3  kolkata  kolkata  howrah  west bengal,India,S2-576938709,bright impex  llp,8st   fr  3 101 chittaranjan colony  lp 49 13 9 3  kolkata  kolkata  west bengal,0.9253,9,approx_name_match
S1-398042962,mumbai forex ltd,emilestones  c 13  kailash complex vikhroli park site  vikhroli west  mumbai  mumbai city  maharashtra,India,S3-271896550,mumbai farm ltd,greater mumbai  mumbai city  mh   58 emilestones  c 13  kailash complex vikhroli park site  vikhroli west,0.7763,3,approx_name_match
S1-398724143,hitech consultants limited,plot no  442  bageshree banglow meghpar  anjar  kachchh  gujarat,India,S2-786919865,hitech consultants llp,plot no  cb3 1b  1040 1041   l 1040 9  gidc industrial estate  ankleshwar,0.7638,61,approx_name_match
S1-399237276,forge brothers private limited,no 14  parthasaradhi nagar  ambattur  tiruvallur  tamil nadu,India,S3-436079439,george brothers private  limited,no 5 31 84 1 and 5 31 84  bangalore north  bangalore,0.6753,19,approx_name_match
S1-399906482,bharat systems private limited,maharashtra  ground floor  4  popular arcade tata road no  1  roxy cinema  opera hous  e  mumbai  mumbai city  28 b,India,S3-169357639,bharat systems private limited,s no    32 2d 1 1  fl e  304  namrata crystal  near tambe school  kalewadi  pune  mh,0.8694,16,same_name_different_addr
S1-400915342,techno impex private limited,105  jal classic  shraddhanand road above canara bank  vile parle east  mumbai  mumbai city  maharashtra,India,S2-665583504,techno impex overseas private limited,112  jal classic  shraddhanand road above canara bank  vile parle east  mumbai  maharashtra,0.5525,6,approx_name_match
S1-401330927,alpha investments private limited,new delhi  delhi  gh 8 5  paschim vihar,India,S3-828970910,alpha investments private ltd,no 1008a 1st block koramangala  bangalore,0.7639,6,approx_name_match
S1-401618613,lakshmi engineering,h no 830a  acharya puri  sadar bazar  gurgaon  haryana,India,S2-731305257,lakshmi        engineering,no 29   ward no  4  amloh tehsil amloh  distt fatehgarh sahib  amloh,0.8319,18,approx_name_match
S1-401921766,tanishq ferrous clinic,calcutta  kolkata  2 protuguese church st  west bengal,India,S2-707383073,tanishq ferrous,,0.7424,65,approx_name_match
S1-402235090,jay business private limited,shastri nagar  nayabazar  cuttack  orissa,India,S2-510479448,jay business private ltd,no 507  b3  cag central  avinashi road  coimbatore south  tamil nadu,0.7567,9,approx_name_match
S1-402509470,white engineering private limited,ahmedabad  u 23  ahmedabad  gujarat  upendra park  someshwar 3 near gulab tower  thaltej,India,S2-422912744,white engineering private ltd,f 0296  jalvayu vihar sectors   30,0.7639,14,approx_name_match
S1-402883466,malerkotla enterprises private limited,vill bhullaran po banbhaura  teh malerkotla  malerkotla  sangrur  punjab,India,S2-371178202,malerkotla  enterprises infratech private limited,36 vill bhullaran po banbhaura  teh malerkotla  malerkotla  punjab,0.8377,73,approx_name_match
S1-403601387,iris traders pvt ltd,c o mahendra meena  khedi jagir  bohat  baran  baran  rajasthan,India,S2-231911881,iris traders industries pvt ltd,no 72 c o mahendra meena  khedi jagir  bohat  baran  baran  rajasthan,0.8745,2,approx_name_match
S1-403617067,mumbai vincom limited,floor4th  plot 104 114  bidasar bhavan  dr a m rd  mumbai  maharashtra,India,S2-651390508,mumbaivincom,maharashtra  flat number 21  5th floor  plot number 63a  poornima co operative housing society  sorabji  pochkhanwala road  mumbai,0.76,21,approx_name_match
S1-403740044,sky estate private limited,unit 119 blue rose industrial estate  western express highway  borivlai east  mumbai  maharashtra,India,S2-146859090,sky estate private limited,696  one world center  tower 1  17th floor  jupiter mills  senapati bapat marg  elphinstone  road  mumbai  maharashtra,0.8007,16,same_name_different_addr
S1-405834337,jay estate private limited,42 a nemi sagar colony  jaipur  rajasthan,India,S3-915564779,jay estate private limited,,0.79,16,same_name_different_addr
S1-406009323,one foods private limited,shree yeshwant society  manish nagar  mumbai pune road  kalwa  thane  shop no  9  maharashtra,India,S3-646334881,one foods pvt ltd,nagpur  ajni square wardha road  mh  plot no  7  manish nagar,0.7752,11,approx_name_match
S1-406120241,tirupati infrastructure limited,fl no 103  bldg   b2  tuscan estate  s no 40 1a 2a kharadi bypass  nr  redision  pune  maharashtra,India,S2-867302114,tirupati infrastructure,no 943 202  saphire  ram mardir road  m g  cross road next to mahalaxmi mandir  vile parle  ea  st   mumbai  maharashtra,0.7664,25,approx_name_match
S1-406309166,safe traders,sector 63 uncha gaon  near sainik school  ballabgarh  faridabad  haryana,India,S3-354324069,safe traders  private limited,no 001 7 39 12  1st floor  nearby sbi bank  ss nagar  habsiguda  tg  secunderabad  hyderabad,0.709,30,approx_name_match
S1-408394548,deoria sadar automation private limited,608 2  ramnath deoria  east near  beldan mod  deoria sadar  deoria  uttar pradesh,India,S2-251180987,deoria sadar  television private limited,gauri buzurg  deoria sadar  uttar pradesh,0.6338,31,approx_name_match
S1-408591791,patna indiaprivate private limited,plot no  830  nh 83  p s no   50  punpun near by sachin pradushan jaanch kendra  patna  bihar,India,S2-194267117,patna infratech indiaprivate private limited,bihar  plot no  837  nh 83  p s no   50  punpun near by sachin pradushan jaanch kendra  patna,0.8654,30,approx_name_match
S1-4088101,maa trading private limited,3f  a block  artech varsha apartments  madathunada junction  pathirappally road  mukkola p o  thiruvananthapuram  thiruvananthapuram  trivandrum  kerala,India,S2-601297645,maa trading private ltd,no  87 c o narendra prasad singh  b 2  vrindawan apt   h  no  139  jagdeo nagar  baily road  danapur,0.7673,48,approx_name_match
S1-409615915,bespoke benefit llp,meet industrial park  r s  no  69 p 4 plot no  12  kuvadava wankaner road  village ranpar  rajkot  gujarat,India,S2-697184837,bespoke filling llp,gujarat  no 66 meet industrial park  r s  no  69 p 4 plot no  12  kuvadava wankaner road  village ranpar,0.7866,96,approx_name_match
S1-410438409,vaman diagnostics llp,new delhi  delhi  prem nagar  central delhi  2086,India,S2-248612716,vaman consultants llp,2090 4  prem nagar  new delhi  delhi,0.6284,38,approx_name_match
S1-410586411,mumbai online ltd,pitru chhaya  room no 2  kanjur village road  mumbai  maharashtra,India,S3-402248269,mumbai online llp,shop no 5b  mumbai  mumbai city  mh,0.7835,19,approx_name_match
S1-410826011,big energy private limited,bhubaneswar  orissa  khordha  dumduma housing board  ddl 1 127,India,S2-202635934,big energy private limited,vedant  plot no  45  street no  4  nutan nagar main road  kalawad road  rajkot  gujarat,0.85,12,same_name_different_addr
S1-410877271,up retails,orissa  cuttack  jhanjiri mangala  badambadi  c o  nirjharini mohanty h no 08 c 062 006 37519  cuttack,India,S2-561355548,cuttack synergy ltd,c o  nirjharini mohanty h no 9 08 c 062 006 37519  jhanjiri mangala  badambadi  cuttack  odisha,0.5392,1,approx_name_match
S1-410901932,lakshmi infrastructure llp,ff 406 to 415  ananta businesscorp  b s  sears tower  sevasi  vadodara  gujarat,India,S2-793596448,lakshmi infrastructure limited,door no 39 freesia enclave  c 303  opp trinity meadows  off outer ring road  bellandur main road  bangalore,0.751,25,approx_name_match
S1-411670606,premier tech llp,plot no  28  pkt a 2 sector 5  rohini  delhi  new delhi  delhi,India,S2-901654029,premier tech,b 0140  plot no  a4  logix technova  sector 132  noida  dadri,0.7868,12,approx_name_match
S1-411764648,business lifetech pvt ltd,sr no 12 1b 2  flat no 101b  1st floor  hande bhairat com   autade  handewadi  pune  maharashtra,India,S3-340311788,business lifetech industries pvt ltd,sr no 12 1b 13  pune,0.779,54,approx_name_match
S1-412398690,digital tech private limited,fl 304 vrindavan chs  panvel  maharashtra  plot 150 151 sec 34  raigarh mh,India,S3-467322700,digital tech private limited,b   606  daskroi  ahmedabad bopal,0.85,8,same_name_different_addr
S1-412520440,new delhi construction private limited,14   15  shop no 3  f f  pillu ram pradhan complex  new delhi  south delhi  delhi,India,S3-596712245,new delhi construction private limited,east delhi  no 1 plot no 10 lscnew rajdhani enclave vikas marg  dl  new delhi,0.8096,8,same_name_different_addr
S1-412553266,shiv producer,flat no 330 sector   d  pocket   6 kaveri block  vashant kunj  new delhi  delhi,India,S2-998970130,shiv producer,door no 31   upper ground floor kapil vihar  pitampura  delhi  delhi,0.8643,13,same_name_different_addr
S1-412626014,star foundation private limited,flat no 12 new skf colony  bldg no a4 tanaji nagar  mulshi  pune  maharashtra,India,S3-331406738,star foundation private limited,gala no 7 shilay industries8 udyog nagar s v road goregaon  w   mumbai suburban  mumbai  mh,0.8615,21,same_name_different_addr
S1-412628474,blue   co,6 b  22  23  24 patel nagar  bhilwara  rajasthan,India,S3-842275703,blue co,a 701  vapi,0.7678,15,approx_name_match
S1-415482775,developers at city corp,east delhi  delhi  s o p c jain 100  g f jandk block laxmi nagar  east delhi,India,S2-997891795,developers at  city,g 30  ground floor  sushant lok part   ii sector 57  gurgaon  sector 56  gurgaon,0.7631,4,approx_name_match
S1-416170457,nmr hospitality private limited,house of sri mohan lal bajoria near govindpur market  p o   govindpur  kolkata  howrah  west bengal,India,S2-624782926,nmr india private ltd,no 63 house of sri mohan lal bajoria near govindpur market  p o   govindpur  kolkata   null,0.6676,24,approx_name_match
S1-416612301,bhagalpur promoters private limited,ward no  32  hari om apartment sitlasthan road  tilkamanjhi  jagdishpu  r  bhagalpur  bihar,India,S2-978242758,bhagalpur promoters limited,ward no   34  hari om apartment sitlasthan road  tilkamanjhi  jagdishpu  r  bhagalpur  bihar,0.9405,31,approx_name_match
S1-417278238,smart estate private limited,ward no 13 bapunagar  opp shiv mandir  main road  kasia  kushinagar  deoria  uttar pradesh,India,S3-873142408,smart estate private ltd,h  no  c 11 166 a a  habibpura  chetganj  varanasi  up,0.7654,16,approx_name_match
S1-418896706,perfect projects private limited,3 93  kaliapuram south pollachi taluk  coimbatore district  coimbatore  tamil nadu,India,S3-562104345,perfect projects private limited,kalptaru parisar churmura  mathura,0.79,11,same_name_different_addr
S1-419559023,jms traders private limited,c o swamikant  block  pator  samastipur  bihar,India,S2-909888538,jmstraders com,h no 483 a 20  tararani market opp  hotel ayodhya  kawala naka  kolhapur,0.6449,37,approx_name_match
S1-419872883,sree media private limited,engineers india bhawan 1 bhikaiji cama place  new delhi  west delhi  delhi,India,S3-877356314,sree media private limited,f 5 129 18  south,0.85,23,same_name_different_addr
S1-420309882,my engineering llp,no 33 f  9th cross  kanteerava studio  peenya road  2nd block  nandini layout  bangalore  karnataka,India,S3-667321354,my engineering llp,no 8 2 310  khairatabad  hyderabad  tg,0.8571,17,same_name_different_addr
S1-420591697,mumbai food private limited,times square building  7th   8th floor  western express highway  andheri  e   mumbai  maharashtra  b2 475  mumbai city,India,S3-620596360,mumbai food  private limited,no 478 a 503  evershine embassy chs ltd  veera desai road  opp  country club  andheri  west   mumbai  mh,0.841,10,approx_name_match
S1-421948133,great trading private limited,c o papisetty satheesh  b v nagar  06 kondayapalem  nellore  andhra pradesh,India,S3-675014472,great trading private ltd,no 6 falgun das lae  calcutta,0.7583,28,approx_name_match
S1-422570808,your builders private limited,rp 79 pitampura  new delhi  north delhi  delhi,India,S2-272453134,your builders enterprises private limited,rp 81 pitampura  new delhi  delhi,0.8519,1,approx_name_match
S1-422836504,azad polytechnic private limited,house no  446 block d pkt 11 sector 7 rohini  delhi  north west  delhi,India,S2-75313451,azad polytechnic limited private infratech,house no  446 block d pkt 11 sector 12 rohini  delhi  delhi,0.8635,14,approx_name_match
S1-423056794,my investment private limited,akola  murtizapur  maharashtra  c o manohar mudgal aanbhore santaji nagar murtizapur,India,S3-422233661,my investment private ltd,sukumar enclave r k pally  malda,0.7583,68,approx_name_match
